Time,Length,Brand,Device,Action,Source
0.12400000006891787,11,Apple,AppleWatch,AppleWatch_blood,2
0.125,-8,Apple,AppleWatch,AppleWatch_blood,2
0.15200000000186265,-76,Apple,AppleWatch,AppleWatch_blood,2
0.1530000000493601,-8,Apple,AppleWatch,AppleWatch_blood,2
0.1530000000493601,-8,Apple,AppleWatch,AppleWatch_blood,2
0.15400000009685755,-84,Apple,AppleWatch,AppleWatch_blood,2
0.15400000009685755,76,Apple,AppleWatch,AppleWatch_blood,2
0.15600000007543713,-8,Apple,AppleWatch,AppleWatch_blood,2
0.15600000007543713,-8,Apple,AppleWatch,AppleWatch_blood,2
0.1810000000987202,-11,Apple,AppleWatch,AppleWatch_blood,2
0.1810000000987202,-8,Apple,AppleWatch,AppleWatch_blood,2
0.1840000000083819,-8,Apple,AppleWatch,AppleWatch_blood,2
0.1860000001033768,-8,Apple,AppleWatch,AppleWatch_blood,2
0.1860000001033768,-8,Apple,AppleWatch,AppleWatch_blood,2
0.1860000001033768,-8,Apple,AppleWatch,AppleWatch_blood,2
0.20900000003166497,-76,Apple,AppleWatch,AppleWatch_blood,2
0.212000000057742,-8,Apple,AppleWatch,AppleWatch_blood,2
0.2260000000242144,11,Apple,AppleWatch,AppleWatch_blood,2
0.2400000001071021,-84,Apple,AppleWatch,AppleWatch_blood,2
0.24100000003818423,76,Apple,AppleWatch,AppleWatch_blood,2
0.2430000000167638,-8,Apple,AppleWatch,AppleWatch_blood,2
0.2880000000586733,-8,Apple,AppleWatch,AppleWatch_blood,2
0.3010000000940636,-84,Apple,AppleWatch,AppleWatch_blood,2
0.3020000000251457,-11,Apple,AppleWatch,AppleWatch_blood,2
0.3020000000251457,76,Apple,AppleWatch,AppleWatch_blood,2
0.3420000000623986,11,Apple,AppleWatch,AppleWatch_blood,2
0.34500000008847564,-8,Apple,AppleWatch,AppleWatch_blood,2
0.4790000000502914,-11,Apple,AppleWatch,AppleWatch_blood,2
0.5100000000093132,-8,Apple,AppleWatch,AppleWatch_blood,2
18.15300000004936,-256,Apple,AppleWatch,AppleWatch_blood,2
18.15300000004936,-256,Apple,AppleWatch,AppleWatch_blood,2
18.15500000002794,-256,Apple,AppleWatch,AppleWatch_blood,2
18.15500000002794,-256,Apple,AppleWatch,AppleWatch_blood,2
18.15700000000652,-220,Apple,AppleWatch,AppleWatch_blood,2
18.158000000054017,76,Apple,AppleWatch,AppleWatch_blood,2
18.184000000008382,84,Apple,AppleWatch,AppleWatch_blood,2
18.18700000003446,-8,Apple,AppleWatch,AppleWatch_blood,2
18.212000000057742,-256,Apple,AppleWatch,AppleWatch_blood,2
18.212000000057742,-256,Apple,AppleWatch,AppleWatch_blood,2
18.21300000010524,-256,Apple,AppleWatch,AppleWatch_blood,2
18.21500000008382,-256,Apple,AppleWatch,AppleWatch_blood,2
18.2170000000624,-24,Apple,AppleWatch,AppleWatch_blood,2
18.2170000000624,256,Apple,AppleWatch,AppleWatch_blood,2
18.2170000000624,256,Apple,AppleWatch,AppleWatch_blood,2
18.2170000000624,256,Apple,AppleWatch,AppleWatch_blood,2
18.2170000000624,139,Apple,AppleWatch,AppleWatch_blood,2
18.220000000088476,-8,Apple,AppleWatch,AppleWatch_blood,2
18.234000000054948,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,256,Apple,AppleWatch,AppleWatch_blood,2
18.235000000102445,42,Apple,AppleWatch,AppleWatch_blood,2
18.243000000016764,-76,Apple,AppleWatch,AppleWatch_blood,2
18.243000000016764,-8,Apple,AppleWatch,AppleWatch_blood,2
18.243000000016764,-8,Apple,AppleWatch,AppleWatch_blood,2
18.244999999995343,-8,Apple,AppleWatch,AppleWatch_blood,2
18.244999999995343,-8,Apple,AppleWatch,AppleWatch_blood,2
18.258000000030734,11,Apple,AppleWatch,AppleWatch_blood,2
18.262000000104308,-8,Apple,AppleWatch,AppleWatch_blood,2
18.271999999997206,-76,Apple,AppleWatch,AppleWatch_blood,2
18.271999999997206,-8,Apple,AppleWatch,AppleWatch_blood,2
18.271999999997206,-8,Apple,AppleWatch,AppleWatch_blood,2
18.2740000000922,-84,Apple,AppleWatch,AppleWatch_blood,2
18.275000000023283,76,Apple,AppleWatch,AppleWatch_blood,2
18.27600000007078,-8,Apple,AppleWatch,AppleWatch_blood,2
18.27600000007078,-8,Apple,AppleWatch,AppleWatch_blood,2
18.301000000094064,-11,Apple,AppleWatch,AppleWatch_blood,2
18.301000000094064,-8,Apple,AppleWatch,AppleWatch_blood,2
18.303000000072643,-8,Apple,AppleWatch,AppleWatch_blood,2
18.303000000072643,-8,Apple,AppleWatch,AppleWatch_blood,2
18.303000000072643,-8,Apple,AppleWatch,AppleWatch_blood,2
18.304000000003725,-8,Apple,AppleWatch,AppleWatch_blood,2
18.331000000005588,-76,Apple,AppleWatch,AppleWatch_blood,2
18.37300000002142,11,Apple,AppleWatch,AppleWatch_blood,2
18.392000000108965,-84,Apple,AppleWatch,AppleWatch_blood,2
18.393000000040047,76,Apple,AppleWatch,AppleWatch_blood,2
18.395000000018626,-8,Apple,AppleWatch,AppleWatch_blood,2
18.423000000067987,-11,Apple,AppleWatch,AppleWatch_blood,2
18.434000000008382,-8,Apple,AppleWatch,AppleWatch_blood,2
18.45200000004843,-84,Apple,AppleWatch,AppleWatch_blood,2
18.453000000095926,76,Apple,AppleWatch,AppleWatch_blood,2
18.491000000038184,-8,Apple,AppleWatch,AppleWatch_blood,2
18.493000000016764,11,Apple,AppleWatch,AppleWatch_blood,2
18.51300000003539,-8,Apple,AppleWatch,AppleWatch_blood,2
18.542000000015832,-11,Apple,AppleWatch,AppleWatch_blood,2
0.0,-256,Apple,AppleWatch,AppleWatch_blood,3
0.0,-256,Apple,AppleWatch,AppleWatch_blood,3
0.001999999978579581,-256,Apple,AppleWatch,AppleWatch_blood,3
0.001999999978579581,-256,Apple,AppleWatch,AppleWatch_blood,3
